congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
105,house,B000169,Bob,,Barr,,11/5/1948,GA,R,Yes,1/7/1997,48.2
105,house,D000136,Thomas,M.,Davis,III,1/5/1949,VA,R,Yes,1/7/1997,48
105,house,G000309,Barton,Jennings,Gordon,,1/24/1949,TN,D,Yes,1/7/1997,48
105,house,N000015,Richard,E.,Neal,,2/14/1949,MA,D,Yes,1/7/1997,47.9
105,house,G000041,Greg,,Ganske,,3/31/1949,IA,R,Yes,1/7/1997,47.8
105,house,R000011,Nick,J.,Rahall,II,5/20/1949,WV,D,Yes,1/7/1997,47.6
105,house,V000108,Peter,J.,Visclosky,,8/13/1949,IN,D,Yes,1/7/1997,47.4
105,house,B000213,Joe,Linus,Barton,,9/15/1949,TX,R,Yes,1/7/1997,47.3
105,house,S000662,Vincent,K.,Snowbarger,,9/16/1949,KS,R,No,1/7/1997,47.3
105,house,M000388,James,O.,McCrery,III,9/18/1949,LA,R,Yes,1/7/1997,47.3
105,house,C000794,Jerry,F.,Costello,,9/25/1949,IL,D,Yes,1/7/1997,47.3
105,house,S000275,John,B.,Shadegg,,10/22/1949,AZ,R,Yes,1/7/1997,47.2
105,house,P000066,Michael,,Parker,,10/31/1949,MS,R,Yes,1/7/1997,47.2
105,house,B000589,John,A.,Boehner,,11/17/1949,OH,R,Yes,1/7/1997,47.1
105,house,B000575,Roy,,Blunt,,1/10/1950,MO,R,No,1/7/1997,47
105,house,J000032,Sheila,,Jackson Lee,,1/12/1950,TX,D,Yes,1/7/1997,47
105,house,I000047,Ernest,J.,Istook,Jr.,2/11/1950,OK,R,Yes,1/7/1997,46.9
105,house,S000770,Debbie,Ann,Stabenow,,4/29/1950,MI,D,No,1/7/1997,46.7
105,house,S000587,Linda,,Smith,,7/16/1950,WA,R,Yes,1/7/1997,46.5
105,house,S001143,Mark,Edward,Souder,,7/18/1950,IN,R,Yes,1/7/1997,46.5
105,house,M000466,Paul,F.,McHale,Jr.,7/26/1950,PA,D,Yes,1/7/1997,46.5
105,house,R000252,Frank,D.,Riggs,,9/5/1950,CA,R,Yes,1/7/1997,46.3
105,house,E000172,Jo Ann,H.,Emerson,,9/16/1950,MO,R,No,1/7/1997,46.3
105,house,C000116,Christopher,B.,Cannon,,10/20/1950,UT,R,No,1/7/1997,46.2
105,house,D000429,John,T.,Doolittle,,10/30/1950,CA,R,Yes,1/7/1997,46.2
105,house,S000148,Charles,E.,Schumer,,11/23/1950,NY,D,Yes,1/7/1997,46.1
105,house,H001014,Asa,,Hutchinson,,12/3/1950,AR,R,No,1/7/1997,46.1
105,house,T000253,Karen,,Thurman,,1/12/1951,FL,D,Yes,1/7/1997,46
105,house,C000984,Elijah,E.,Cummings,,1/18/1951,MD,D,Yes,1/7/1997,46
105,house,B000461,Brian,P.,Bilbray,,1/28/1951,CA,R,Yes,1/7/1997,45.9
105,house,G000536,Gilbert,W.,Gutknecht,,3/20/1951,MN,R,Yes,1/7/1997,45.8
105,house,Q000016,Jack,,Quinn,,4/13/1951,NY,R,Yes,1/7/1997,45.7
105,house,G000439,James,C.,Greenwood,,5/4/1951,PA,R,Yes,1/7/1997,45.7
105,house,C000880,Michael,D.,Crapo,,5/20/1951,ID,R,Yes,1/7/1997,45.6
105,house,P000171,Edward,A.,Pease,,5/22/1951,IN,R,No,1/7/1997,45.6
105,house,T000260,Todd,,Tiahrt,,6/15/1951,KS,R,Yes,1/7/1997,45.6
105,house,W000437,Roger,F.,Wicker,,7/5/1951,MS,R,Yes,1/7/1997,45.5
105,house,P000555,Deborah,D.,Pryce,,7/29/1951,OH,R,Yes,1/7/1997,45.4
105,house,E000250,Lane,A.,Evans,,8/4/1951,IL,D,Yes,1/7/1997,45.4
105,house,W000784,Albert,Russell,Wynn,,9/10/1951,MD,D,Yes,1/7/1997,45.3
105,house,T000266,John,F.,Tierney,,9/18/1951,MA,D,No,1/7/1997,45.3
105,house,F000349,Bob,,Franks,,9/21/1951,NJ,R,Yes,1/7/1997,45.3
105,house,K000270,Ron,,Klink,,9/23/1951,PA,D,Yes,1/7/1997,45.3
105,house,R000487,Edward,R.,Royce,,10/12/1951,CA,R,Yes,1/7/1997,45.2
105,house,P000034,Frank,J.,Pallone,Jr.,10/30/1951,NJ,D,Yes,1/7/1997,45.2
105,house,T000057,Ellen,O.,Tauscher,,11/15/1951,CA,D,No,1/7/1997,45.1
105,house,E000063,Thomas,,Edwards,,11/24/1951,TX,D,Yes,1/7/1997,45.1
105,house,B000220,Charles,F.,Bass,,1/8/1952,NH,R,Yes,1/7/1997,45
105,house,B000134,James,A.,Barcia,,2/25/1952,MI,D,Yes,1/7/1997,44.9
105,house,S001045,Bart,T.,Stupak,,2/29/1952,MI,D,Yes,1/7/1997,44.9
105,house,K000016,John,R.,Kasich,,5/13/1952,OH,R,Yes,1/7/1997,44.7
105,house,D000492,David,T.,Dreier,,7/5/1952,CA,R,Yes,1/7/1997,44.5
105,house,R000435,Ileana,,Ros-Lehtinen,,7/15/1952,FL,R,Yes,1/7/1997,44.5
105,house,F000257,Michael,P.,Forbes,,7/16/1952,NY,R,Yes,1/7/1997,44.5
105,house,C000100,Tom,,Campbell,,8/14/1952,CA,R,Yes,1/7/1997,44.4
105,house,P000422,Earl,Ralph,Pomeroy,,9/2/1952,ND,D,Yes,1/7/1997,44.3
105,house,G000289,Bob,W.,Goodlatte,,9/22/1952,VA,R,Yes,1/7/1997,44.3
105,house,K000110,Joseph,Patrick,Kennedy,II,9/24/1952,MA,D,Yes,1/7/1997,44.3
105,house,S000044,Max,A.,Sandlin,Jr.,9/29/1952,TX,D,No,1/7/1997,44.3
105,house,R000462,Steven,R.,Rothman,,10/14/1952,NJ,D,No,1/7/1997,44.2
105,house,C000830,C.,Christopher,Cox,,10/16/1952,CA,R,Yes,1/7/1997,44.2
105,house,B000944,Sherrod,,Brown,,11/9/1952,OH,D,Yes,1/7/1997,44.2
105,house,K000274,Scott,L.,Klug,,1/16/1953,WI,R,Yes,1/7/1997,44
105,house,C000266,Steve,J.,Chabot,,1/22/1953,OH,R,Yes,1/7/1997,44
105,house,S000522,Christopher,H.,Smith,,3/4/1953,NJ,R,Yes,1/7/1997,43.8
105,house,V000081,Nydia,M.,VelÃ¡zquez,,3/28/1953,NY,D,Yes,1/7/1997,43.8
105,house,U000031,Fred,Stephen,Upton,,4/23/1953,MI,R,Yes,1/7/1997,43.7
105,house,M000477,Scott,,McInnis,,5/9/1953,CO,R,Yes,1/7/1997,43.7
105,house,C000059,Ken,S.,Calvert,,6/8/1953,CA,R,Yes,1/7/1997,43.6
105,house,C000071,Dave,Lee,Camp,,7/9/1953,MI,R,Yes,1/7/1997,43.5
105,house,D000482,Michael,F.,Doyle,Jr.,8/5/1953,PA,D,Yes,1/7/1997,43.4
105,house,W000267,David,J.,Weldon,Jr.,8/31/1953,FL,R,Yes,1/7/1997,43.4
105,house,T000074,Gene,,Taylor,,9/17/1953,MS,D,Yes,1/7/1997,43.3
105,house,M001137,Gregory,W.,Meeks,,9/25/1953,NY,D,No,1/7/1997,43.3
105,house,H000676,Peter,,Hoekstra,,10/30/1953,MI,R,Yes,1/7/1997,43.2
105,house,W000391,Richard,Alan,White,,11/6/1953,WA,R,Yes,1/7/1997,43.2
105,house,B000177,Thomas,M.,Barrett,,12/8/1953,WI,D,Yes,1/7/1997,43.1
105,house,G000535,Luis,V.,GutiÃ©rrez,,12/10/1953,IL,D,Yes,1/7/1997,43.1
105,house,M000639,Robert,,MenÃ©ndez,,1/1/1954,NJ,D,Yes,1/7/1997,43
105,house,B000617,Henry,,Bonilla,,1/2/1954,TX,R,Yes,1/7/1997,43
105,house,D000424,Calvin,M.,Dooley,,1/11/1954,CA,D,Yes,1/7/1997,43
105,house,N000054,Mark,W.,Neumann,,2/27/1954,WI,R,Yes,1/7/1997,42.9
105,house,P000148,L.,William,Paxon,,4/29/1954,NY,R,Yes,1/7/1997,42.7
105,house,M000934,Jerry,,Moran,,5/29/1954,KS,R,No,1/7/1997,42.6
105,house,C000107,Charles,T.,Canady,,6/22/1954,FL,R,Yes,1/7/1997,42.5
105,house,N000081,Robert,William,Ney,,7/5/1954,OH,R,Yes,1/7/1997,42.5
105,house,L000553,Steven,C.,LaTourette,,7/22/1954,OH,R,Yes,1/7/1997,42.5
105,house,D000299,Lincoln,,Diaz-Balart,,8/13/1954,FL,R,Yes,1/7/1997,42.4
105,house,F000238,Mark,Adam,Foley,,9/8/1954,FL,R,Yes,1/7/1997,42.3
105,house,L000096,Steve,,Largent,,9/28/1954,OK,R,Yes,1/7/1997,42.3
105,house,S000344,Brad,J.,Sherman,,10/24/1954,CA,D,No,1/7/1997,42.2
105,house,R000567,William,Thomas,Redmond,,1/28/1955,NM,R,No,1/7/1997,41.9
105,house,B000081,John,,Baldacci,,1/30/1955,ME,D,Yes,1/7/1997,41.9
105,house,M000523,Cynthia,,McKinney,,3/17/1955,GA,D,Yes,1/7/1997,41.8
105,house,S000250,Pete,A.,Sessions,,3/22/1955,TX,R,No,1/7/1997,41.8
105,house,B000755,Kevin,P.,Brady,,4/11/1955,TX,R,No,1/7/1997,41.7
105,house,K000220,Jack,,Kingston,,4/24/1955,GA,R,Yes,1/7/1997,41.7
105,house,R000004,George,P.,Radanovich,,6/20/1955,CA,R,Yes,1/7/1997,41.6
105,house,G000359,Lindsey,O.,Graham,,7/9/1955,SC,R,Yes,1/7/1997,41.5
105,house,B001135,Richard,M.,Burr,,11/30/1955,NC,R,Yes,1/7/1997,41.1
105,house,P000449,Robert,J.,Portman,,12/19/1955,OH,R,Yes,1/7/1997,41.1
105,house,E000187,Philip,,English,,6/20/1956,PA,R,Yes,1/7/1997,40.6
105,house,M000485,Mike,,McIntyre,,8/6/1956,NC,D,No,1/7/1997,40.4
105,house,T000024,James,M.,Talent,,10/18/1956,MO,R,Yes,1/7/1997,40.2
105,house,R000385,Timothy,,Roemer,,10/30/1956,IN,D,Yes,1/7/1997,40.2
105,house,F000043,Chaka,,Fattah,,11/21/1956,PA,D,Yes,1/7/1997,40.1
105,house,B000518,Rod,,Blagojevich,,12/10/1956,IL,D,No,1/7/1997,40.1
105,house,R000281,Lynn,,Rivers,,12/19/1956,MI,D,Yes,1/7/1997,40.1
105,house,M000627,Martin,T.,Meehan,,12/30/1956,MA,D,Yes,1/7/1997,40
105,house,H000712,Tim,,Holden,,3/5/1957,PA,D,Yes,1/7/1997,39.8
105,house,D000275,Peter,,Deutsch,,4/1/1957,FL,D,Yes,1/7/1997,39.8
105,house,W000273,Gerald,C.,Weller,,7/7/1957,IL,R,Yes,1/7/1997,39.5
105,house,D000197,Diana,L.,DeGette,,7/29/1957,CO,D,No,1/7/1997,39.4
105,house,A000210,Robert,E.,Andrews,,8/4/1957,NJ,D,Yes,1/7/1997,39.4
105,house,R000386,James,E.,Rogan,,8/21/1957,CA,R,No,1/7/1997,39.4
105,house,D000114,James,,Davis,,10/11/1957,FL,D,No,1/7/1997,39.2
105,house,W000119,Zach,,Wamp,,10/28/1957,TN,R,Yes,1/7/1997,39.2
105,house,W000210,J.C.,,Watts,,11/18/1957,OK,R,Yes,1/7/1997,39.1
105,house,E000093,Robert,L.,Ehrlich,Jr.,11/25/1957,MD,R,Yes,1/7/1997,39.1
105,house,S000018,Matt,,Salmon,,1/21/1958,AZ,R,Yes,1/7/1997,39
105,house,B000287,Xavier,,Becerra,,1/26/1958,CA,D,Yes,1/7/1997,38.9
105,house,S000364,John,M.,Shimkus,,2/21/1958,IL,R,No,1/7/1997,38.9
105,house,L000155,Rick,A.,Lazio,,3/13/1958,NY,R,Yes,1/7/1997,38.8
105,house,E000194,John,Eric,Ensign,,3/25/1958,NV,R,Yes,1/7/1997,38.8
105,house,M000843,Susan,,Molinari,,3/27/1958,NY,R,Yes,1/7/1997,38.8
105,house,H000948,Kenny,C.,Hulshof,,5/22/1958,MO,R,No,1/7/1997,38.6
105,house,M000481,David,M.,McIntosh,,6/8/1958,IN,R,Yes,1/7/1997,38.6
105,house,H000413,John,D.,Hayworth,Jr.,7/12/1958,AZ,R,Yes,1/7/1997,38.5
105,house,T000238,Mac,M.,Thornberry,,7/15/1958,TX,R,Yes,1/7/1997,38.5
105,house,B001203,Stephen,E.,Buyer,,11/26/1958,IN,R,Yes,1/7/1997,38.1
105,house,B000400,Ken,,Bentsen,,6/3/1959,TX,D,Yes,1/7/1997,37.6
105,house,H000615,Van,,Hilleary,,6/20/1959,TN,R,Yes,1/7/1997,37.6
105,house,I000023,Bob,,Inglis,,10/11/1959,SC,R,Yes,1/7/1997,37.2
105,house,M000312,James,P.,McGovern,,11/20/1959,MA,D,No,1/7/1997,37.1
105,house,J000110,Christopher,,John,,1/5/1960,LA,D,No,1/7/1997,37
105,house,L000491,Frank,D.,Lucas,,1/6/1960,OK,R,Yes,1/7/1997,37
105,house,S000030,Loretta,B.,Sanchez,,1/7/1960,CA,D,No,1/7/1997,37
105,house,S000051,Marshall,,Sanford,,5/28/1960,SC,R,Yes,1/7/1997,36.6
105,house,N000172,James,Allen,Nussle,,6/27/1960,IA,R,Yes,1/7/1997,36.5
105,house,P000049,Michael,James,Pappas,,12/29/1960,NJ,R,No,1/7/1997,36
105,house,W000789,Heather,A.,Wilson,,12/30/1960,NM,R,No,1/7/1997,36
105,house,W000314,Robert,,Wexler,,1/2/1961,FL,D,No,1/7/1997,36
105,house,T000250,John,,Thune,,1/7/1961,SD,R,No,1/7/1997,36
105,house,P000419,Richard,W.,Pombo,,1/8/1961,CA,R,Yes,1/7/1997,36
105,house,H000807,John,Nathan,Hostettler,,6/19/1961,IN,R,Yes,1/7/1997,35.6
105,house,B001228,Mary,Whitaker,Bono Mack,,10/24/1961,CA,R,No,1/7/1997,35.2
105,house,S000112,Bob,,Schaffer,,7/24/1962,CO,R,No,1/7/1997,34.5
105,house,C000377,Jon,Lynn,Christensen,,2/20/1963,NE,R,Yes,1/7/1997,33.9
105,house,K000188,Ron,James,Kind,,3/16/1963,WI,D,No,1/7/1997,33.8
105,house,S000106,Joe,,Scarborough,,4/9/1963,FL,R,Yes,1/7/1997,33.7
105,house,P000323,Charles,W.,Pickering,Jr.,8/10/1963,MS,R,No,1/7/1997,33.4
105,house,S001078,John,E.,Sununu,,9/10/1964,NH,R,No,1/7/1997,32.3
105,house,F000440,Vito,J.,Fossella,Jr.,3/9/1965,NY,R,No,1/7/1997,31.8
105,house,J000283,Jesse,Louis,Jackson,Jr.,3/11/1965,IL,D,Yes,1/7/1997,31.8
105,house,S000510,Adam,,Smith,,6/15/1965,WA,D,No,1/7/1997,31.6
105,house,A000055,Robert,B.,Aderholt,,7/22/1965,AL,R,No,1/7/1997,31.5
105,house,K000113,Patrick,Joseph,Kennedy,,7/14/1967,RI,D,Yes,1/7/1997,29.5
105,house,F000262,Harold,E.,Ford,Jr.,5/11/1970,TN,D,No,1/7/1997,26.7
105,senate,T000254,J.,Strom,Thurmond,,12/5/1902,SC,R,Yes,1/7/1997,94.1
105,senate,B001210,Robert,C.,Byrd,,11/20/1917,WV,D,Yes,1/7/1997,79.1
105,senate,G000236,John,Herschel,Glenn,Jr.,7/18/1921,OH,D,Yes,1/7/1997,75.5
105,senate,R000460,William,V.,Roth,Jr.,7/22/1921,DE,R,Yes,1/7/1997,75.5
105,senate,H000463,Jesse,,Helms,,10/18/1921,NC,R,Yes,1/7/1997,75.2
105,senate,H000725,Ernest,F.,Hollings,,1/1/1922,SC,D,Yes,1/7/1997,75
105,senate,C000269,John,Hubbard,Chafee,,10/22/1922,RI,R,Yes,1/7/1997,74.2
105,senate,S000888,Ted,F.,Stevens,,11/18/1923,AK,R,Yes,1/7/1997,73.1
105,senate,L000123,Frank,R.,Lautenberg,,1/23/1924,NJ,D,Yes,1/7/1997,73
105,senate,I000025,Daniel,K.,Inouye,,9/7/1924,HI,D,Yes,1/7/1997,72.3
105,senate,F000268,Wendell,Hampton,Ford,,9/8/1924,KY,D,Yes,1/7/1997,72.3
105,senate,A000069,Daniel,Kahikina,Akaka,,9/11/1924,HI,D,Yes,1/7/1997,72.3
105,senate,B001057,Dale,,Bumpers,,8/12/1925,AR,D,Yes,1/7/1997,71.4
105,senate,W000154,John,W.,Warner,,2/18/1927,VA,R,Yes,1/7/1997,69.9
105,senate,M001054,Daniel,Patrick,Moynihan,,3/16/1927,NY,D,Yes,1/7/1997,69.8
105,senate,G000333,T.,Slade,Gorton,,1/8/1928,WA,R,Yes,1/7/1997,69
105,senate,F000437,Duncan,McLauchlin,Faircloth,,1/14/1928,NC,R,Yes,1/7/1997,69
105,senate,S000709,Arlen,,Specter,,2/12/1930,PA,R,Yes,1/7/1997,66.9
105,senate,K000105,Edward,M.,Kennedy,,2/22/1932,MA,D,Yes,1/7/1997,64.9
105,senate,L000504,Richard,G.,Lugar,,4/4/1932,IN,R,Yes,1/7/1997,64.8
105,senate,D000407,Pete,V.,Domenici,,5/7/1932,NM,R,Yes,1/7/1997,64.7
105,senate,S000064,Paul,S.,Sarbanes,,2/3/1933,MD,D,Yes,1/7/1997,63.9
105,senate,T000162,Craig,,Thomas,,2/17/1933,WY,R,Yes,1/7/1997,63.9
105,senate,M001085,Frank,H.,Murkowski,,3/28/1933,AK,R,Yes,1/7/1997,63.8
105,senate,C000077,Ben,Nighthorse,Campbell,,4/13/1933,CO,R,Yes,1/7/1997,63.7
105,senate,F000062,Dianne,,Feinstein,,6/22/1933,CA,D,Yes,1/7/1997,63.5
105,senate,G000386,Charles,E.,Grassley,,9/17/1933,IA,R,Yes,1/7/1997,63.3
105,senate,B000382,Robert,F.,Bennett,,9/18/1933,UT,R,Yes,1/7/1997,63.3
105,senate,H000338,Orrin,G.,Hatch,,3/22/1934,UT,R,Yes,1/7/1997,62.8
105,senate,S000320,Richard,C.,Shelby,,5/6/1934,AL,R,Yes,1/7/1997,62.7
105,senate,J000072,James,M.,Jeffords,,5/11/1934,VT,R,Yes,1/7/1997,62.7
105,senate,L000261,Carl,,Levin,,6/28/1934,MI,D,Yes,1/7/1997,62.5
105,senate,I000024,James,M.,Inhofe,,11/17/1934,OK,R,Yes,1/7/1997,62.1
105,senate,B001126,Conrad,,Burns,,1/25/1935,MT,R,Yes,1/7/1997,62
105,senate,K000305,Herbert,H.,Kohl,,2/7/1935,WI,D,Yes,1/7/1997,61.9
105,senate,R000307,Pat,,Roberts,,4/20/1936,KS,R,Yes,1/7/1997,60.7
105,senate,M000702,Barbara,A.,Mikulski,,7/20/1936,MD,D,Yes,1/7/1997,60.5
105,senate,M000303,John,S.,McCain,,8/29/1936,AZ,R,Yes,1/7/1997,60.4
105,senate,G000352,Bob,,Graham,,11/9/1936,FL,D,Yes,1/7/1997,60.2
105,senate,R000361,John,D.,Rockefeller,IV,6/18/1937,WV,D,Yes,1/7/1997,59.6
105,senate,B000993,Richard,H.,Bryan,,7/16/1937,NV,D,Yes,1/7/1997,59.5
105,senate,D000018,Alfonse,Marcello,D'Amato,,8/1/1937,NY,R,Yes,1/7/1997,59.4
105,senate,C000567,Thad,,Cochran,,12/7/1937,MS,R,Yes,1/7/1997,59.1
105,senate,C000813,Paul,D.,Coverdell,,1/20/1939,GA,R,Yes,1/7/1997,58
105,senate,B000611,Christopher,S.,Bond,,3/6/1939,MO,R,Yes,1/7/1997,57.8
105,senate,R000295,Charles,S.,Robb,,6/26/1939,VA,D,Yes,1/7/1997,57.5
105,senate,H000206,Thomas,,Harkin,,11/19/1939,IA,D,Yes,1/7/1997,57.1
105,senate,R000146,Harry,M.,Reid,,12/2/1939,NV,D,Yes,1/7/1997,57.1
105,senate,L000174,Patrick,J.,Leahy,,3/31/1940,VT,D,Yes,1/7/1997,56.8
105,senate,M000019,Connie,,Mack,III,10/29/1940,FL,R,Yes,1/7/1997,56.2
105,senate,B000711,Barbara,,Boxer,,11/11/1940,CA,D,Yes,1/7/1997,56.2
105,senate,S000606,Robert,,Smith,,3/30/1941,NH,R,Yes,1/7/1997,55.8
105,senate,L000447,Trent,,Lott,,10/9/1941,MS,R,Yes,1/7/1997,55.2
105,senate,B000243,Max,S.,Baucus,,12/11/1941,MT,D,Yes,1/7/1997,55.1
105,senate,M000355,Mitch,,McConnell,,2/20/1942,KY,R,Yes,1/7/1997,54.9
105,senate,L000304,Joseph,I.,Lieberman,,2/24/1942,CT,D,Yes,1/7/1997,54.9
105,senate,K000352,Jon,,Kyl,,4/25/1942,AZ,R,Yes,1/7/1997,54.7
105,senate,A000356,John,,Ashcroft,,5/9/1942,MO,R,Yes,1/7/1997,54.7
105,senate,D000432,Byron,L.,Dorgan,,5/14/1942,ND,D,Yes,1/7/1997,54.7
105,senate,G000365,Phil,,Gramm,,7/8/1942,TX,R,Yes,1/7/1997,54.5
105,senate,T000457,Fred,,Thompson,,8/19/1942,TN,R,Yes,1/7/1997,54.4
105,senate,C001034,J.,Maxwell,Cleland,,8/24/1942,GA,D,No,1/7/1997,54.4
105,senate,B000444,Joseph,R.,Biden,Jr.,11/20/1942,DE,D,Yes,1/7/1997,54.1
105,senate,C000542,Daniel,Ray,Coats,,5/16/1943,IN,R,Yes,1/7/1997,53.6
105,senate,H001016,Kay,Bailey,Hutchison,,7/22/1943,TX,R,Yes,1/7/1997,53.5
105,senate,K000146,J.,Robert,Kerrey,,8/27/1943,NE,D,Yes,1/7/1997,53.4
105,senate,B000468,Jeff,,Bingaman,,10/3/1943,NM,D,Yes,1/7/1997,53.3
105,senate,A000109,Wayne,A.,Allard,,12/2/1943,CO,R,Yes,1/7/1997,53.1
105,senate,K000148,John,Forbes,Kerry,,12/11/1943,MA,D,Yes,1/7/1997,53.1
105,senate,E000285,Michael,B.,Enzi,,2/1/1944,WY,R,No,1/7/1997,52.9
105,senate,B000780,John,B.,Breaux,,3/1/1944,LA,D,Yes,1/7/1997,52.9
105,senate,D000388,Christopher,J.,Dodd,,5/27/1944,CT,D,Yes,1/7/1997,52.6
105,senate,W000288,Paul,David,Wellstone,,7/21/1944,MN,D,Yes,1/7/1997,52.5
105,senate,D000563,Richard,J.,Durbin,,11/21/1944,IL,D,Yes,1/7/1997,52.1
105,senate,C000858,Larry,E.,Craig,,7/20/1945,ID,R,Yes,1/7/1997,51.5
105,senate,H001028,Charles,T.,Hagel,,10/4/1946,NE,R,No,1/7/1997,50.3
105,senate,S001141,Jefferson,B.,Sessions,,12/24/1946,AL,R,No,1/7/1997,50
105,senate,J000177,Tim,P.,Johnson,,12/28/1946,SD,D,Yes,1/7/1997,50
105,senate,D000294,Michael,,DeWine,,1/5/1947,OH,R,Yes,1/7/1997,50
105,senate,G000445,Judd,A.,Gregg,,2/14/1947,NH,R,Yes,1/7/1997,49.9
105,senate,S000663,Olympia,J.,Snowe,,2/21/1947,ME,R,Yes,1/7/1997,49.9
105,senate,M001025,Carol,,Moseley Braun,,8/16/1947,IL,D,Yes,1/7/1997,49.4
105,senate,D000064,Thomas,A.,Daschle,,12/9/1947,SD,D,Yes,1/7/1997,49.1
105,senate,G000367,Rod,,Grams,,2/4/1948,MN,R,Yes,1/7/1997,48.9
105,senate,C000705,Kent,Kent,Conrad,,3/12/1948,ND,D,Yes,1/7/1997,48.8
105,senate,N000102,Don,,Nickles,,12/6/1948,OK,R,Yes,1/7/1997,48.1
105,senate,W000779,Ron,,Wyden,,5/3/1949,OR,D,Yes,1/7/1997,47.7
105,senate,H001015,Tim,,Hutchinson,,8/11/1949,AR,R,Yes,1/7/1997,47.4
105,senate,R000122,John,F.,Reed,,11/12/1949,RI,D,Yes,1/7/1997,47.2
105,senate,M001111,Patty,,Murray,,10/11/1950,WA,D,Yes,1/7/1997,46.2
105,senate,T000317,Robert,,Torricelli,,8/27/1951,NJ,D,Yes,1/7/1997,45.4
105,senate,K000088,Dirk,,Kempthorne,,10/29/1951,ID,R,Yes,1/7/1997,45.2
105,senate,F000439,William,H.,Frist,,2/22/1952,TN,R,Yes,1/7/1997,44.9
105,senate,S001142,Gordon,Harold,Smith,,5/25/1952,OR,R,No,1/7/1997,44.6
105,senate,A000355,Spencer,,Abraham,,6/12/1952,MI,R,Yes,1/7/1997,44.6
105,senate,C001035,Susan,M.,Collins,,12/7/1952,ME,R,No,1/7/1997,44.1
105,senate,F000061,Russell,D.,Feingold,,3/2/1953,WI,D,Yes,1/7/1997,43.9
105,senate,L000550,Mary,L.,Landrieu,,11/23/1955,LA,D,No,1/7/1997,41.1
105,senate,B000953,Samuel,D.,Brownback,,9/12/1956,KS,R,Yes,1/7/1997,40.3
105,senate,S000059,Richard,J.,Santorum,,5/10/1958,PA,R,Yes,1/7/1997,38.7
106,house,B000918,George,E.,Brown,Jr.,3/6/1920,CA,D,Yes,1/6/1999,78.8
106,house,G000212,Benjamin,,Gilman,,12/6/1922,NY,R,Yes,1/6/1999,76.1
106,house,H000067,Ralph,M.,Hall,,5/3/1923,TX,D,Yes,1/6/1999,75.7
106,house,H001022,Henry,John,Hyde,,4/18/1924,IL,R,Yes,1/6/1999,74.7
106,house,R000141,Ralph,,Regula,,12/3/1924,OH,R,Yes,1/6/1999,74.1
106,house,M000628,Carrie,,Meek,,4/29/1926,FL,D,Yes,1/6/1999,72.7
106,house,B000208,Roscoe,G.,Bartlett,,6/3/1926,MD,R,Yes,1/6/1999,72.6
106,house,D000355,John,D.,Dingell,,7/8/1926,MI,D,Yes,1/6/1999,72.5
106,house,H000814,Amory,,Houghton,Jr.,8/7/1926,NY,R,Yes,1/6/1999,72.4
106,house,B000104,Cass,,Ballenger,,12/6/1926,NC,R,Yes,1/6/1999,72.1
106,house,S001044,Robert,,Stump,,4/4/1927,AZ,R,Yes,1/6/1999,71.8
106,house,M000834,John,Joseph,Moakley,,4/27/1927,MA,D,Yes,1/6/1999,71.7
106,house,S000453,Norman,,Sisisky,,6/9/1927,VA,D,Yes,1/6/1999,71.6
106,house,S000463,Joseph,,Skeen,,6/30/1927,NM,R,Yes,1/6/1999,71.5
106,house,M000669,Jack,,Metcalf,,11/30/1927,WA,R,Yes,1/6/1999,71.1
106,house,G000291,William,F.,Goodling,,12/5/1927,PA,R,Yes,1/6/1999,71.1
106,house,M000797,Patsy,Takemoto,Mink,,12/6/1927,HI,D,Yes,1/6/1999,71.1
106,house,L000090,Tom,,Lantos,,2/1/1928,CA,D,Yes,1/6/1999,70.9
106,house,A000215,Bill,,Archer,,3/22/1928,TX,R,Yes,1/6/1999,70.8
106,house,S000718,Floyd,,Spence,,4/9/1928,SC,R,Yes,1/6/1999,70.7
106,house,B000229,Herbert,H.,Bateman,,8/7/1928,VA,R,Yes,1/6/1999,70.4
106,house,B000179,Bill,,Barrett,,2/9/1929,NE,R,Yes,1/6/1999,69.9
106,house,M000206,Matthew,G.,MartÃ­nez,,2/14/1929,CA,D,Yes,1/6/1999,69.9
106,house,C000714,John,,Conyers,Jr.,5/16/1929,MI,D,Yes,1/6/1999,69.6
106,house,S000480,Louise,McIntosh,Slaughter,,8/14/1929,NY,D,Yes,1/6/1999,69.4
106,house,K000172,Dale,E.,Kildee,,9/16/1929,MI,D,Yes,1/6/1999,69.3
106,house,R000465,Marge,,Roukema,,9/19/1929,NJ,R,Yes,1/6/1999,69.3
106,house,M000212,Frank,,Mascara,,1/19/1930,PA,D,Yes,1/6/1999,69
106,house,G000121,George,W.,Gekas,,4/14/1930,PA,R,Yes,1/6/1999,68.7
106,house,R000053,Charles,B.,Rangel,,6/11/1930,NY,D,Yes,1/6/1999,68.6
106,house,B000463,Michael,,Bilirakis,,7/16/1930,FL,R,Yes,1/6/1999,68.5
106,house,P000326,Owen,B.,Pickett,,8/31/1930,VA,D,Yes,1/6/1999,68.4
106,house,J000174,Sam,Robert,Johnson,,10/11/1930,TX,R,Yes,1/6/1999,68.2
