RespondentID,How often do you travel by plane?,Do you ever recline your seat when you fly?,Height,Do you have any children under 18?,"In a row of three seats, who should get to use the two arm rests?","In a row of two seats, who should get to use the middle arm rest?",Who should have control over the window shade?,Is itrude to move to an unsold seat on a plane?,"Generally speaking, is it rude to say more than a few words tothe stranger sitting next to you on a plane?","On a 6 hour flight from NYC to LA, how many times is it acceptable to get up if you're not in an aisle seat?","Under normal circumstances, does a person who reclines their seat during a flight have any obligation to the person sitting behind them?",Is itrude to recline your seat on a plane?,"Given the opportunity, would you eliminate the possibility of reclining seats on planes entirely?",Is it rude to ask someone to switch seats with you in order to be closer to friends?,Is itrude to ask someone to switch seats with you in order to be closer to family?,Is it rude to wake a passenger up if you are trying to go to the bathroom?,Is itrude to wake a passenger up if you are trying to walk around?,"In general, is itrude to bring a baby on a plane?","In general, is it rude to knowingly bring unruly children on a plane?",Have you ever used personal electronics during take off or landing in violation of a flight attendant's direction?,Have you ever smoked a cigarette in an airplane bathroom when it was against the rules?,Gender,Age,Household Income,Education,Location (Census Region)
3433240354,A few times per month,Never,71,Yes,The person in the middle seat gets both arm rests,The person by the window,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"Yes, somewhat rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,45,116000,Graduate degree,West South Central
3433241823,Once a year or less,Never,63,No,The people in the aisle and window seats get both arm rests,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,"Yes, very rude","Yes, very rude",Once,"No, the person on the flight has no obligation to the person behind them","Yes, very rude",No,"Yes, very rude","No, not at all rude","Yes, very rude","Yes, very rude","No, not at all rude","No, not at all rude",Yes,No,Female,43,"",High school degree,East North Central
3433244090,Never,"","","","","","","","","","","","","","","","","","","","",Female,36,39000,Graduate degree,South Atlantic
3433246146,Once a year or less,Usually,66,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,65,115000,Some college or Associate degree,South Atlantic
3433249096,Once a year or less,Usually,64,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","Yes, very rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, very rude",No,No,Female,33,6000,Bachelor degree,Mountain
3433250869,Once a month or less,About half the time,63,No,The arm rests should be shared,The person by the window,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",Yes,No,Male,41,30000,Less than high school degree,Middle Atlantic
3433251770,Once a year or less,Once in a while,65,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Female,44,18000,Graduate degree,Middle Atlantic
3433252843,Once a year or less,Never,73,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,66,"",Graduate degree,West North Central
3433253031,Once a month or less,Always,56,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"Yes, very rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude",No,No,Female,43,63000,Some college or Associate degree,West North Central
3433254063,Once a year or less,Once in a while,65,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","Yes, somewhat rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Female,43,38000,Graduate degree,Middle Atlantic
3433254127,Every day,Always,78,Yes,Other (please specify),Other (please specify),The person in the window seat should have exclusive control,"Yes, very rude","Yes, very rude",It is not okay to get up during flight,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"Yes, very rude","Yes, very rude","Yes, very rude","Yes, very rude","Yes, very rude","Yes, very rude",Yes,Yes,Female,37,"","",Pacific
3433256432,Once a year or less,Never,65,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"Yes, somewhat rude","Yes, somewhat rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, very rude","Yes, somewhat rude","Yes, very rude",No,No,Female,39,79000,Bachelor degree,South Atlantic
3433256501,Once a month or less,Once in a while,62,No,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude",No,No,Female,62,"",Graduate degree,East North Central
3433257810,Once a year or less,"","","","","","","","","","","","","","","","","","","","","","","","",""
3433258429,Never,"","","","","","","","","","","","","","","","","","","","",Female,41,50000,Some college or Associate degree,New England
3433258577,A few times per month,Always,68,Yes,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,31,101000,Bachelor degree,South Atlantic
3433259146,Once a year or less,Once in a while,61,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"Yes, somewhat rude","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"Yes, somewhat rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,60,25000,Bachelor degree,West North Central
3433259149,Once a year or less,About half the time,58,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"Yes, somewhat rude","Yes, somewhat rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Female,39,6000,Graduate degree,South Atlantic
3433260241,Once a year or less,Never,64,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",Yes,"Yes, somewhat rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude",No,No,Female,31,"",Bachelor degree,West South Central
3433260449,Once a year or less,Once in a while,76,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","Yes, somewhat rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,48,"",Bachelor degree,Pacific
3433260889,Once a month or less,About half the time,66,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude",No,No,Female,77,150000,Bachelor degree,East North Central
3433260894,Once a year or less,Usually,71,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"Yes, somewhat rude","Yes, somewhat rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",Yes,"Yes, somewhat rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,62,"",Graduate degree,West North Central
3433261318,Once a year or less,Always,75,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"Yes, somewhat rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",No,No,Male,72,40000,Bachelor degree,East North Central
3433262269,Once a month or less,Always,69,No,The person in the middle seat gets both arm rests,The person in aisle,The person in the window seat should have exclusive control,"Yes, somewhat rude","Yes, somewhat rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,49,48000,Some college or Associate degree,Middle Atlantic
3433262682,Once a year or less,About half the time,66,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"Yes, somewhat rude","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",No,No,Female,67,"",Some college or Associate degree,South Atlantic
3433263574,Once a year or less,Once in a while,72,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,65,70000,Some college or Associate degree,South Atlantic
3433263834,Never,"","","","","","","","","","","","","","","","","","","","",Female,67,8000,Some college or Associate degree,Pacific
3433265138,Once a year or less,Once in a while,63,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,78,37000,Bachelor degree,Pacific
3433265290,Once a year or less,Once in a while,70,Yes,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","No, not at all rude",No,No,Male,40,131000,Graduate degree,Pacific
3433268138,Once a year or less,Always,72,No,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","Yes, somewhat rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, very rude",Yes,No,Male,49,134000,Graduate degree,West South Central
3433268645,Once a month or less,Always,69,No,The person in the middle seat gets both arm rests,The person in aisle,The person in the window seat should have exclusive control,"Yes, very rude","Yes, somewhat rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,"","","","",""
3433269181,Never,"","","","","","","","","","","","","","","","","","","","",Female,79,35000,Bachelor degree,South Atlantic
3433270331,A few times per week,Always,76,Yes,Other (please specify),Other (please specify),Everyone in the row should have some say,"No, not rude at all","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude",Yes,Yes,Male,46,88000,Bachelor degree,South Atlantic
3433273305,Once a year or less,Once in a while,69,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"Yes, somewhat rude","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,36,108000,Bachelor degree,West North Central
3433273447,Never,"","","","","","","","","","","","","","","","","","","","",Male,67,"",Graduate degree,East North Central
3433273649,Once a year or less,Usually,65,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","Yes, somewhat rude",Yes,No,Female,65,83000,Graduate degree,Pacific
3433274937,Once a year or less,Never,64,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,61,17000,Some college or Associate degree,Middle Atlantic
3433275891,Once a month or less,Once in a while,66,No,The arm rests should be shared,The person in aisle,The person in the window seat should have exclusive control,"No, not rude at all","Yes, somewhat rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,62,76000,High school degree,West South Central
3433277841,Once a year or less,Once in a while,74,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",It is not okay to get up during flight,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, somewhat rude","Yes, very rude",No,No,Male,50,83000,Some college or Associate degree,South Atlantic
3433278304,Once a year or less,Once in a while,65,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"Yes, somewhat rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Female,65,26000,Bachelor degree,Pacific
3433278680,A few times per month,Usually,64,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","Yes, somewhat rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, very rude","Yes, somewhat rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude",No,No,Female,62,101000,Graduate degree,South Atlantic
3433279798,A few times per month,Once in a while,76,No,The person in the middle seat gets both arm rests,The person in aisle,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Male,36,150000,Graduate degree,Pacific
3433279839,Once a year or less,Once in a while,65,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",No,No,Male,60,50000,Some college or Associate degree,Pacific
3433280373,Never,"","","","","","","","","","","","","","","","","","","","",Male,56,25000,Some college or Associate degree,Middle Atlantic
3433280971,Never,"","","","","","","","","","","","","","","","","","","","",Female,69,3000,Bachelor degree,South Atlantic
3433281784,Once a year or less,Always,72,No,The arm rests should be shared,The person in aisle,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"Yes, somewhat rude","No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, somewhat rude",No,No,Male,66,122000,Bachelor degree,Pacific
3433282169,Never,"","","","","","","","","","","","","","","","","","","","",Male,62,21000,Bachelor degree,West North Central
3433282292,Once a year or less,Never,71,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude",No,No,Male,72,79000,Some college or Associate degree,Pacific
3433284218,Once a year or less,Usually,64,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","Yes, somewhat rude",No,No,Female,67,30000,Some college or Associate degree,Pacific
3433284694,Once a year or less,Usually,69,No,The arm rests should be shared,The person by the window,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",No,"Yes, very rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Male,80,53000,Some college or Associate degree,West North Central
3433285767,Once a year or less,Usually,66,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, somewhat rude","Yes, very rude",No,No,Male,75,6000,High school degree,South Atlantic
3433285772,Once a year or less,Never,65,No,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",No,No,Female,70,32000,Graduate degree,New England
3433285778,Once a month or less,Once in a while,69,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","Yes, somewhat rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,63,"",Graduate degree,East North Central
3433289256,Once a year or less,Usually,65,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,73,85000,Graduate degree,Pacific
3433292151,Once a month or less,Usually,64,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude",No,No,Female,79,87000,Graduate degree,East South Central
3433292155,Once a year or less,Usually,63,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Once,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",No,No,Female,77,"",Bachelor degree,Middle Atlantic
3433292263,Once a year or less,Usually,66,No,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","Yes, somewhat rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",No,No,Female,72,71000,Bachelor degree,Pacific
3433292275,Never,"","","","","","","","","","","","","","","","","","","","",Female,67,"",Bachelor degree,Pacific
3433294983,Once a year or less,Never,63,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"Yes, very rude","Yes, very rude","No, not at all rude","Yes, very rude","Yes, very rude","Yes, very rude",No,No,Female,73,58000,Bachelor degree,South Atlantic
3433297138,Never,"","","","","","","","","","","","","","","","","","","","",Female,74,14000,Graduate degree,Mountain
3433299462,Once a year or less,Once in a while,71,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"Yes, very rude","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","Yes, somewhat rude",No,No,Male,78,60000,Bachelor degree,West North Central
3433300075,Once a year or less,Usually,73,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,68,111000,Bachelor degree,Middle Atlantic
3433300838,Once a year or less,About half the time,66,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"Yes, somewhat rude","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Female,69,44000,High school degree,New England
3433303387,Once a month or less,About half the time,71,No,The person in the middle seat gets both arm rests,Other (please specify),The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",Yes,No,Male,71,150000,Bachelor degree,Mountain
3433304455,Once a year or less,Always,60,No,The arm rests should be shared,The person by the window,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,78,150000,Graduate degree,Middle Atlantic
3433304709,Once a year or less,Usually,66,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude",No,No,Female,61,81000,Graduate degree,East North Central
3433305065,Once a year or less,Usually,59,No,Other (please specify),Other (please specify),Everyone in the row should have some say,"No, not rude at all","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude",No,No,Female,65,"",Graduate degree,Pacific
3433307051,Never,"","","","","","","","","","","","","","","","","","","","",Male,57,81000,High school degree,East North Central
3433307757,Once a year or less,Once in a while,65,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude",No,No,Female,73,"",Graduate degree,Middle Atlantic
3433307964,Never,"","","","","","","","","","","","","","","","","","","","",Male,20,22000,Some college or Associate degree,West North Central
3433308627,Once a year or less,Never,64,No,The arm rests should be shared,The person in aisle,The person in the window seat should have exclusive control,"No, not rude at all","Yes, somewhat rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, very rude",No,No,Female,78,68000,Graduate degree,East North Central
3433309493,Never,"","","","","","","","","","","","","","","","","","","","",Female,76,3000,High school degree,Pacific
3433309728,Once a year or less,"","","","","","","","","","","","","","","","","","","","","","","","",""
3433312937,Never,"","","","","","","","","","","","","","","","","","","","",Male,38,33000,High school degree,East North Central
3433313301,Once a year or less,Once in a while,69,No,The person in the middle seat gets both arm rests,The person in aisle,Everyone in the row should have some say,"Yes, very rude","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, very rude",No,No,Male,52,57000,Graduate degree,West North Central
3433314320,Once a year or less,Always,73,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Once,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",Yes,No,Male,61,128000,Some college or Associate degree,Pacific
3433321137,Once a year or less,Always,76,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,57,30000,Bachelor degree,Pacific
3433322189,Once a year or less,About half the time,69,No,The arm rests should be shared,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude",No,No,Male,71,138000,Some college or Associate degree,South Atlantic
3433323600,Once a year or less,Usually,70,No,Other (please specify),The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","Yes, somewhat rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",Yes,No,Male,77,38000,Bachelor degree,East North Central
3433327095,Once a year or less,Usually,68,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"Yes, very rude","Yes, somewhat rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude",No,No,Male,64,127000,Graduate degree,West North Central
3433329602,Once a year or less,About half the time,71,Yes,The people in the aisle and window seats get both arm rests,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Male,38,108000,Graduate degree,East South Central
3433330676,Never,"","","","","","","","","","","","","","","","","","","","",Male,71,"",Graduate degree,Pacific
